epoch,kl_loss,recon_loss,step,train_loss
0,0.7699907422065735,0.3336910009384155,49,0.4106900691986084
0,0.6605975031852722,0.24930337071418762,99,0.3153631091117859
0,0.5214040279388428,0.2147219181060791,149,0.26686233282089233
0,0.3852560222148895,0.23551303148269653,199,0.2740386426448822
0,0.30356666445732117,0.21773681044578552,249,0.24809347093105316
0,0.15815261006355286,0.20857705175876617,299,0.22439230978488922
0,0.02853047475218773,0.19047106802463531,349,0.19332411885261536
0,0.018331406638026237,0.18621821701526642,399,0.18805135786533356
0,0.00922173261642456,0.20961236953735352,449,0.21053454279899597
0,0.004925377666950226,0.20711654424667358,499,0.20760908722877502
0,0.005270261317491531,0.21455149352550507,549,0.21507851779460907
0,0.0032100712414830923,0.19966387748718262,599,0.19998487830162048
0,0.0020283423364162445,0.18547523021697998,649,0.18567806482315063
1,0.0015165959484875202,0.22077475488185883,699,0.2209264189004898
1,0.0010962486267089844,0.1858522891998291,749,0.18596191704273224
1,0.0006150731351226568,0.1788301318883896,799,0.1788916438817978
1,0.0005181184969842434,0.17635363340377808,849,0.17640544474124908
1,0.0004261548165231943,0.17584338784217834,899,0.17588600516319275
1,0.00030647055245935917,0.18418511748313904,949,0.18421576917171478
1,0.00022881082259118557,0.18135935068130493,999,0.18138223886489868
1,0.00033257994800806046,0.19918037950992584,1049,0.1992136389017105
1,0.000272504985332489,0.1964448094367981,1099,0.19647206366062164
1,0.0002202137839049101,0.18099793791770935,1149,0.18101996183395386
1,0.00027040974237024784,0.19791561365127563,1199,0.19794265925884247
1,0.00016770022921264172,0.1829473078250885,1249,0.18296407163143158
1,0.00017538969404995441,0.18333633244037628,1299,0.18335387110710144
1,0.0001265911851078272,0.20168893039226532,1349,0.2017015963792801
2,8.426839485764503e-05,0.18759869039058685,1399,0.18760712444782257
2,0.00010535377077758312,0.18291668593883514,1449,0.1829272210597992
2,0.00011410820297896862,0.18724927306175232,1499,0.1872606873512268
2,0.00012795813381671906,0.18333569169044495,1549,0.18334849178791046
2,0.00012307846918702126,0.17415429651737213,1599,0.17416660487651825
2,7.689907215535641e-05,0.1844145953655243,1649,0.18442228436470032
2,7.170555181801319e-05,0.18579153716564178,1699,0.18579870462417603
2,8.128653280436993e-05,0.17464245855808258,1749,0.17465059459209442
2,6.930599920451641e-05,0.18906982243061066,1799,0.1890767514705658
2,6.347731687128544e-05,0.1950356364250183,1849,0.1950419843196869
2,6.171665154397488e-05,0.1645326316356659,1899,0.16453880071640015
2,5.7363882660865784e-05,0.17045848071575165,1949,0.17046421766281128
2,4.778127186000347e-05,0.191422238945961,1999,0.19142702221870422
2,6.430898793041706e-05,0.17160889506340027,2049,0.171615332365036
3,4.8415735363960266e-05,0.17942151427268982,2099,0.17942635715007782
3,3.035273402929306e-05,0.18391668796539307,2149,0.1839197278022766
3,4.645739682018757e-05,0.18223842978477478,2199,0.18224307894706726
3,3.771740011870861e-05,0.19729550182819366,2249,0.1972992718219757
3,3.312109038233757e-05,0.20211270451545715,2299,0.2021160125732422
3,3.897654823958874e-05,0.18194815516471863,2349,0.18195205926895142
3,4.2193569242954254e-05,0.19062060117721558,2399,0.19062481820583344
3,2.665957435965538e-05,0.1803859919309616,2449,0.1803886592388153
3,3.7692487239837646e-05,0.1804066151380539,2499,0.18041038513183594
3,1.9770581275224686e-05,0.18336446583271027,2549,0.18336644768714905
3,4.9151480197906494e-05,0.179001122713089,2599,0.17900604009628296
3,3.055203706026077e-05,0.20012761652469635,2649,0.2001306712627411
3,2.111028879880905e-05,0.18300600349903107,2699,0.1830081194639206
3,3.6638928577303886e-05,0.18266333639621735,2749,0.18266700208187103
4,2.725212834775448e-05,0.19445598125457764,2799,0.1944587081670761
4,2.786167897284031e-05,0.19381040334701538,2849,0.19381318986415863
4,2.3366650566458702e-05,0.19616757333278656,2899,0.196169912815094
4,2.2572465240955353e-05,0.18047897517681122,2949,0.1804812252521515
4,3.480655141174793e-05,0.19350045919418335,2999,0.1935039460659027
4,2.4333130568265915e-05,0.18802858889102936,3049,0.18803101778030396
4,2.0453007891774178e-05,0.1650732159614563,3099,0.16507525742053986
4,3.3017247915267944e-05,0.17810305953025818,3149,0.1781063675880432
4,2.1381303668022156e-05,0.15878336131572723,3199,0.15878549218177795
4,2.6420922949910164e-05,0.17050787806510925,3249,0.17051051557064056
4,2.329191192984581e-05,0.1846034824848175,3299,0.18460580706596375
4,1.789536327123642e-05,0.1814349740743637,3349,0.18143676221370697
4,2.041878178715706e-05,0.1862109750509262,3399,0.18621301651000977
4,1.4706514775753021e-05,0.16720910370349884,3449,0.16721057891845703
5,1.564016565680504e-05,0.18820014595985413,3499,0.18820171058177948
5,1.7567072063684464e-05,0.1985197365283966,3549,0.19852149486541748
5,2.524489536881447e-05,0.20605888962745667,3599,0.20606140792369843
5,1.5296507626771927e-05,0.19447559118270874,3649,0.1944771260023117
5,1.5967292711138725e-05,0.20925530791282654,3699,0.20925690233707428
5,1.6702106222510338e-05,0.1884346604347229,3749,0.1884363293647766
5,1.3377983123064041e-05,0.20611776411533356,3799,0.206119105219841
5,1.6381265595555305e-05,0.20396482944488525,3849,0.20396646857261658
5,1.0408228263258934e-05,0.17660263180732727,3899,0.17660367488861084
5,1.1138617992401123e-05,0.1733342707157135,3949,0.17333538830280304
5,1.5930505469441414e-05,0.18451307713985443,3999,0.18451467156410217
5,1.2728618457913399e-05,0.1980857253074646,4049,0.19808699190616608
5,6.717396900057793e-06,0.19121849536895752,4099,0.19121916592121124
5,9.244075044989586e-06,0.1787206083536148,4149,0.17872153222560883
6,1.0431744158267975e-05,0.16577287018299103,4199,0.1657739132642746
6,1.1814059689640999e-05,0.1893444061279297,4249,0.189345583319664
6,2.4511246010661125e-05,0.19927193224430084,4299,0.19927437603473663
6,1.5448080375790596e-05,0.18779055774211884,4349,0.187792107462883
6,2.0916806533932686e-05,0.1933700293302536,4399,0.19337211549282074
6,9.899027645587921e-06,0.18449866771697998,4449,0.18449965119361877
6,9.768176823854446e-06,0.18384228646755219,4499,0.18384326994419098
6,8.059432730078697e-06,0.1913299560546875,4549,0.19133076071739197
6,6.5462663769721985e-06,0.18010158836841583,4599,0.18010224401950836
6,1.5210593119263649e-05,0.188942551612854,4649,0.18894407153129578
6,9.62824560701847e-06,0.1802460253238678,4699,0.1802469938993454
6,7.795868441462517e-06,0.16783209145069122,4749,0.1678328663110733
6,7.591908797621727e-06,0.1793474406003952,4799,0.1793482005596161
6,1.2367265298962593e-05,0.19523772597312927,4849,0.19523896276950836
7,1.3691140338778496e-05,0.16279172897338867,4899,0.1627930998802185
7,1.0125106200575829e-05,0.17351828515529633,4949,0.1735192984342575
7,1.555308699607849e-05,0.19996066391468048,4999,0.19996221363544464
7,2.076057717204094e-05,0.19153283536434174,5049,0.19153490662574768
7,4.822155460715294e-06,0.16929955780506134,5099,0.16930003464221954
7,6.3641928136348724e-06,0.19720424711704254,5149,0.19720488786697388
7,3.536231815814972e-06,0.18760517239570618,5199,0.18760553002357483
7,3.887573257088661e-06,0.19155804812908173,5249,0.19155843555927277
7,4.027038812637329e-06,0.17304092645645142,5299,0.17304132878780365
7,1.2242468073964119e-05,0.19273512065410614,5349,0.19273634254932404
7,4.930654540657997e-06,0.21964888274669647,5399,0.21964937448501587
7,6.057322025299072e-06,0.19230100512504578,5449,0.19230161607265472
7,5.437759682536125e-06,0.1999843269586563,5499,0.1999848634004593
7,1.6517238691449165e-05,0.18855954706668854,5549,0.18856120109558105
8,6.100861355662346e-06,0.181840181350708,5599,0.18184079229831696
8,6.6854991018772125e-06,0.18013204634189606,5649,0.18013271689414978
8,6.029382348060608e-06,0.17634612321853638,5699,0.17634671926498413
8,1.0322080925107002e-05,0.18160848319530487,5749,0.18160951137542725
8,5.087582394480705e-06,0.207979217171669,5799,0.2079797238111496
8,4.2959582060575485e-06,0.19131769239902496,5849,0.19131812453269958
8,2.653570845723152e-06,0.19116519391536713,5899,0.19116546213626862
8,3.5103876143693924e-06,0.18008410930633545,5949,0.1800844669342041
8,4.535773769021034e-06,0.19094982743263245,5999,0.19095027446746826
8,3.116438165307045e-06,0.18845334649085999,6049,0.18845365941524506
8,4.963250830769539e-06,0.19007733464241028,6099,0.19007782638072968
8,4.54997643828392e-06,0.18433944880962372,6149,0.18433991074562073
8,1.0437564924359322e-05,0.2052800953388214,6199,0.20528113842010498
8,3.47173772752285e-06,0.20292355120182037,6249,0.20292389392852783
9,7.1711838245391846e-06,0.19122783839702606,6299,0.19122855365276337
9,1.2635951861739159e-05,0.2005244791507721,6349,0.20052574574947357
9,5.209352821111679e-06,0.16987836360931396,6399,0.16987888514995575
9,2.0480947569012642e-05,0.20138031244277954,6449,0.2013823539018631
9,1.0662944987416267e-05,0.19783177971839905,6499,0.197832852602005
9,4.976289346814156e-06,0.17952314019203186,6549,0.17952363193035126
9,3.85800376534462e-06,0.1746230274438858,6599,0.17462341487407684
9,3.6901328712701797e-06,0.177382692694664,6649,0.17738306522369385
9,9.331852197647095e-06,0.1978997141122818,6699,0.197900652885437
9,6.7695509642362595e-06,0.19707149267196655,6749,0.19707216322422028
9,8.804723620414734e-06,0.20183810591697693,6799,0.20183898508548737
9,1.1030584573745728e-05,0.17929242551326752,6849,0.17929352819919586
9,4.058936610817909e-06,0.17700666189193726,6899,0.1770070642232895
9,3.288034349679947e-06,0.1881600171327591,6949,0.18816034495830536
